pmid,year,journal,title,doi,article_group,categories,publication_types,pubmed_url
38071454,2024,Journal of periodontology,"Harvest graft substitute for soft tissue volume augmentation around existing implants: A randomized, controlled and blinded multicenter trial.",10.1002/JPER.23-0305,Original Article,再生與黏膜牙齦手術,Journal Article; Multicenter Study; Randomized Controlled Trial; Comparative Study,https://pubmed.ncbi.nlm.nih.gov/38071454/
37987258,2024,Journal of periodontology,Possible role of annexin A1/FPR2 pathway in COX2/NLRP3 inflammasome regulation in alveolar bone cells of estrogen-deficient female rats with diabetes mellitus.,10.1002/JPER.23-0530,Original Article,全身疾病與危險因子,Journal Article,https://pubmed.ncbi.nlm.nih.gov/37987258/
37986648,2024,Journal of periodontology,"Clinical and radiographic evaluation of the use of PRF, CGF, and autogenous bone in the treatment of periodontal intrabony defects: Treatment of periodontal defect by using autologous products.",10.1002/JPER.23-0481,Original Article,再生與黏膜牙齦手術; 診斷影像與數位工具,Journal Article; Randomized Controlled Trial; Comparative Study,https://pubmed.ncbi.nlm.nih.gov/37986648/
37910482,2024,Journal of periodontology,Suppression of subgingival bacteria by antimicrobial photodynamic therapy using transgingival irradiation: A randomized clinical trial.,10.1002/JPER.23-0328,Original Article,非手術治療與抗菌輔助; SPT/SPC 與風險評估; 微生物與宿主生物標記,Journal Article; Randomized Controlled Trial; Comparative Study,https://pubmed.ncbi.nlm.nih.gov/37910482/
37815812,2024,Journal of periodontology,"The associations of coffee consumption, coffee types, and caffeine metabolites with periodontitis: Results from NHANES 2009-2014.",10.1002/JPER.23-0322,Original Article,其他牙周臨床/基礎研究,Journal Article,https://pubmed.ncbi.nlm.nih.gov/37815812/
37515478,2024,Journal of periodontology,Clinicoradiographic comparative evaluation of 1% melatonin gel plus platelet-rich fibrin over platelet-rich fibrin alone in treatment of Grade II furcation defects: A randomized controlled double-blind clinical trial.,10.1002/JPER.23-0282,Original Article,分類與治療指引; 再生與黏膜牙齦手術; 診斷影像與數位工具,Journal Article; Randomized Controlled Trial; Comparative Study,https://pubmed.ncbi.nlm.nih.gov/37515478/
38884613,2024,Journal of periodontology,Donor site wound healing following free gingival graft surgery using platelet rich fibrin: A randomized controlled trial.,10.1002/JPER.24-0072,Original Article,再生與黏膜牙齦手術,Journal Article; Randomized Controlled Trial; Comparative Study,https://pubmed.ncbi.nlm.nih.gov/38884613/
38708919,2024,Journal of periodontology,Angiogenic potential in periodontal stem cells from upper and lower jaw: A pilot study.,10.1002/JPER.24-0070,Original Article,再生與黏膜牙齦手術,Journal Article,https://pubmed.ncbi.nlm.nih.gov/38708919/
38655661,2024,Journal of periodontology,Effects of intermittent fasting on periodontal inflammation and subgingival microbiota.,10.1002/JPER.23-0676,Original Article,非手術治療與抗菌輔助; 全身疾病與危險因子,Journal Article,https://pubmed.ncbi.nlm.nih.gov/38655661/
38476115,2024,Journal of periodontology,Evaluation of microbiome in primary and permanent dentition in grade C periodontitis in young individuals.,10.1002/JPER.23-0504,Original Article,分類與治療指引; 非手術治療與抗菌輔助; 微生物與宿主生物標記,Journal Article; Comparative Study,https://pubmed.ncbi.nlm.nih.gov/38476115/
38197146,2024,Journal of periodontology,Artificial intelligence in dental education: ChatGPT's performance on the periodontic in-service examination.,10.1002/JPER.23-0514,Original Article,SPT/SPC 與風險評估; 診斷影像與數位工具,Journal Article,https://pubmed.ncbi.nlm.nih.gov/38197146/
38088123,2024,Journal of periodontology,Human gingival fibroblasts are a source of B cell-activating factor during periodontal inflammation.,10.1002/JPER.23-0543,Original Article,再生與黏膜牙齦手術; 微生物與宿主生物標記,Journal Article,https://pubmed.ncbi.nlm.nih.gov/38088123/
37986698,2024,Journal of periodontology,Association between sequelae of COVID-19 with periodontal disease and obesity: A cross-sectional study.,10.1002/JPER.23-0412,Original Article,全身疾病與危險因子; 診斷影像與數位工具,Journal Article,https://pubmed.ncbi.nlm.nih.gov/37986698/
37846761,2024,Journal of periodontology,"A comparison of Er,Cr:YSGG laser to minimally invasive surgical technique in the treatment of intrabony defects: Twelve-month results of a multicenter, randomized, controlled study.",10.1002/JPER.23-0286,Original Article,分類與治療指引; 再生與黏膜牙齦手術; 非手術治療與抗菌輔助; 診斷影像與數位工具,Journal Article; Randomized Controlled Trial; Multicenter Study; Comparative Study,https://pubmed.ncbi.nlm.nih.gov/37846761/
38742572,2024,Journal of periodontology,Peri-implant diseases and systemic inflammation: A preliminary analysis from a cross-sectional survey of patients with hypertension.,10.1002/JPER.21-0338,Original Article,植體周圍疾病; 全身疾病與危險因子,Journal Article; Comparative Study,https://pubmed.ncbi.nlm.nih.gov/38742572/
38501762,2024,Journal of periodontology,Efficacy of photodynamic therapy as an adjunct to scaling and root planing on clinical parameters and microbial composition in subgingival plaque of periodontitis patients: A split-mouth randomized clinical trial.,10.1002/JPER.23-0195,Original Article,非手術治療與抗菌輔助; 微生物與宿主生物標記,Journal Article; Randomized Controlled Trial; Comparative Study,https://pubmed.ncbi.nlm.nih.gov/38501762/
38152036,2024,Journal of periodontology,Impact of dietary inflammatory index on gingival health.,10.1002/JPER.23-0292,Original Article,非手術治療與抗菌輔助; 全身疾病與危險因子; 微生物與宿主生物標記,Journal Article,https://pubmed.ncbi.nlm.nih.gov/38152036/
37987224,2024,Journal of periodontology,Association of environmental polycyclic aromatic hydrocarbons exposure with periodontitis in NHANES 2009-2014: A mixtures approach.,10.1002/JPER.23-0428,Original Article,其他牙周臨床/基礎研究,Journal Article,https://pubmed.ncbi.nlm.nih.gov/37987224/
37910464,2024,Journal of periodontology,Aggressive periodontitis in southwestern American Indian adolescents.,10.1002/JPER.23-0410,Original Article,非手術治療與抗菌輔助; 微生物與宿主生物標記,Journal Article,https://pubmed.ncbi.nlm.nih.gov/37910464/
37846763,2024,Journal of periodontology,"Prevalence, risk indicators, and clinical characteristics of peri-implant mucositis and peri-implantitis for an internal conical connection implant system: A multicenter cross-sectional study.",10.1002/JPER.23-0355,Original Article,植體周圍疾病; SPT/SPC 與風險評估; 全身疾病與危險因子,Journal Article; Multicenter Study,https://pubmed.ncbi.nlm.nih.gov/37846763/
37846733,2024,Journal of periodontology,"Comparative evaluation of semaphorin-4D, peptidylarginine deiminase-2, and matrix metalloproteinase-8 levels of gingival crevicular fluid in periodontally healthy and Stage III periodontitis smoker and non-smoker patients before and after non-surgical periodontal therapy.",10.1002/JPER.23-0324,Original Article,分類與治療指引; 非手術治療與抗菌輔助; 微生物與宿主生物標記; 診斷影像與數位工具,Journal Article; Comparative Study,https://pubmed.ncbi.nlm.nih.gov/37846733/
37793053,2024,Journal of periodontology,Association between missing teeth number and all-cause and cardiovascular mortality: NHANES 1999-2004 and 2009-2014.,10.1002/JPER.23-0277,Original Article,SPT/SPC 與風險評估; 全身疾病與危險因子,Journal Article,https://pubmed.ncbi.nlm.nih.gov/37793053/
38196327,2024,Journal of periodontology,"Risk indicators for gingival recession in the esthetic zone: A cross-sectional clinical, tomographic, and ultrasonographic study.",10.1002/JPER.23-0357,Original Article,再生與黏膜牙齦手術; 診斷影像與數位工具,Journal Article,https://pubmed.ncbi.nlm.nih.gov/38196327/
38112067,2024,Journal of periodontology,Influence of residual pockets on periodontal tooth loss: A retrospective analysis.,10.1002/JPER.23-0448,Original Article,分類與治療指引; SPT/SPC 與風險評估,Journal Article,https://pubmed.ncbi.nlm.nih.gov/38112067/
37986691,2024,Journal of periodontology,Mediating role of systemic inflammation in the association between heavy metals exposure and periodontitis risk.,10.1002/JPER.23-0079,Original Article,全身疾病與危險因子; 微生物與宿主生物標記,Journal Article,https://pubmed.ncbi.nlm.nih.gov/37986691/
37921754,2024,Journal of periodontology,Superoxide dismutase 2 scavenges ROS to promote osteogenic differentiation of human periodontal ligament stem cells by regulating Smad3 in alveolar bone-defective rats.,10.1002/JPER.23-0469,Original Article,再生與黏膜牙齦手術,Journal Article,https://pubmed.ncbi.nlm.nih.gov/37921754/
37885337,2024,Journal of periodontology,"Effects of a stabilized stannous fluoride dentifrice on clinical, immunomodulatory, and microbial outcomes in a human experimental gingivitis model.",10.1002/JPER.22-0710,Original Article,全身疾病與危險因子; 微生物與宿主生物標記,Journal Article; Randomized Controlled Trial; Comparative Study,https://pubmed.ncbi.nlm.nih.gov/37885337/
37843067,2024,Journal of periodontology,Relationship between C-reactive protein level and periodontitis and systemic diseases.,10.1002/JPER.23-0008,Original Article,全身疾病與危險因子,Journal Article,https://pubmed.ncbi.nlm.nih.gov/37843067/
37793052,2024,Journal of periodontology,Association between antihyperlipidemic agents and the risk of chronic periodontitis in patients with hyperlipidemia: A population-based retrospective cohort study in Taiwan.,10.1002/JPER.23-0166,Original Article,其他牙周臨床/基礎研究,Journal Article,https://pubmed.ncbi.nlm.nih.gov/37793052/
37787060,2024,Journal of periodontology,Local application of gingiva-derived mesenchymal stem cells on experimental periodontitis in rats.,10.1002/JPER.23-0246,Original Article,再生與黏膜牙齦手術,Journal Article,https://pubmed.ncbi.nlm.nih.gov/37787060/
38112075,2024,Journal of periodontology,Association of active oxygen-releasing gel and photodynamic therapy in the treatment of residual periodontal pockets in type 2 diabetic patients: A randomized controlled clinical study.,10.1002/JPER.23-0125,Original Article,非手術治療與抗菌輔助; 全身疾病與危險因子; 微生物與宿主生物標記,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't; Comparative Study",https://pubmed.ncbi.nlm.nih.gov/38112075/
37794683,2024,Journal of periodontology,The effect of a multicomponent oral care regimen on gingival inflammation: A randomized controlled clinical trial.,10.1002/JPER.23-0361,Original Article,其他牙周臨床/基礎研究,"Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't; Comparative Study",https://pubmed.ncbi.nlm.nih.gov/37794683/
37789641,2024,Journal of periodontology,Comparative transcriptome analysis of periodontitis and peri-implantitis in human subjects.,10.1002/JPER.23-0289,Original Article,植體周圍疾病,"Journal Article; Comparative Study; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/37789641/
37724702,2024,Journal of periodontology,An in vitro dynamic bioreactor model for evaluating antimicrobial effectiveness on periodontal polymicrobial biofilms: a proof-of-concept study.,10.1002/JPER.23-0086,Original Article,非手術治療與抗菌輔助; 微生物與宿主生物標記,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/37724702/
37713193,2024,Journal of periodontology,J-shaped association between systemic immune-inflammation index and periodontitis: Results from NHANES 2009-2014.,10.1002/JPER.23-0260,Original Article,分類與治療指引; 非手術治療與抗菌輔助; 全身疾病與危險因子,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/37713193/
37531239,2024,Journal of periodontology,Alveolar mucosal cell spheroids promote extraction socket healing and osseous defect regeneration.,10.1002/JPER.23-0283,Original Article,再生與黏膜牙齦手術,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/37531239/
37483128,2024,Journal of periodontology,Evidence linking the association of periodontal viruses and pentraxins in periodontitis patients with coronary artery disease.,10.1002/JPER.23-0096,Original Article,再生與黏膜牙齦手術; 非手術治療與抗菌輔助; 全身疾病與危險因子; 微生物與宿主生物標記,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/37483128/
37932872,2024,Journal of periodontology,Extracellular adenosine triphosphate regulates inflammatory responses of periodontal ligament cells.,10.1002/JPER.23-0389,Original Article,再生與黏膜牙齦手術,Journal Article,https://pubmed.ncbi.nlm.nih.gov/37932872/
37851637,2024,Journal of periodontology,"Salivary inflammatory burden in pre- and postmenopausal women: Associations with body mass index, patient-reported health, serum cytokines, and periodontal parameters.",10.1002/JPER.23-0124,Original Article,全身疾病與危險因子; 微生物與宿主生物標記,Journal Article,https://pubmed.ncbi.nlm.nih.gov/37851637/
37665015,2024,Journal of periodontology,Impact of surface characteristics on the peri-implant microbiome in health and disease.,10.1002/JPER.23-0205,Original Article,植體周圍疾病; 全身疾病與危險因子; 微生物與宿主生物標記,Journal Article,https://pubmed.ncbi.nlm.nih.gov/37665015/
37515595,2024,Journal of periodontology,Influences of standardized clinical probing on peri-implant soft tissue seal in a situation of peri-implant mucositis: A histomorphometric study in dogs.,10.1002/JPER.23-0167,Original Article,植體周圍疾病; 微生物與宿主生物標記,Journal Article,https://pubmed.ncbi.nlm.nih.gov/37515595/
37515488,2024,Journal of periodontology,Temporal and spatial effects on C-reactive protein's regulation of inducible nitric oxide synthase production in periodontal disease.,10.1002/JPER.22-0529,Original Article,其他牙周臨床/基礎研究,Journal Article,https://pubmed.ncbi.nlm.nih.gov/37515488/
37505475,2024,Journal of periodontology,Sex differences in the association between dual-energy x-ray absorptiometry-measured body composition and periodontitis.,10.1002/JPER.23-0162,Original Article,全身疾病與危險因子; 微生物與宿主生物標記,Journal Article,https://pubmed.ncbi.nlm.nih.gov/37505475/
37492992,2024,Journal of periodontology,Activation of periodontal ligament cell cytodifferentiation by juxtacrine signaling from cementoblasts.,10.1002/JPER.23-0211,Original Article,再生與黏膜牙齦手術,Journal Article,https://pubmed.ncbi.nlm.nih.gov/37492992/
37480196,2024,Journal of periodontology,"Association of salivary levels of DNA sensing inflammasomes AIM2, IFI16, and cytokine IL18 with periodontitis and diabetes.",10.1002/JPER.23-0184,Original Article,全身疾病與危險因子; 微生物與宿主生物標記,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/37480196/
37477025,2024,Journal of periodontology,Multiplicative effect of stress and poor sleep quality on periodontitis: A university-based cross-sectional study.,10.1002/JPER.23-0209,Original Article,分類與治療指引,Journal Article,https://pubmed.ncbi.nlm.nih.gov/37477025/
37475476,2024,Journal of periodontology,Bioactive glass and arginine dentifrices reduce root sensitivity during daily activities following non-surgical periodontal therapy: A randomized controlled trial.,10.1002/JPER.23-0197,Original Article,非手術治療與抗菌輔助,Randomized Controlled Trial; Journal Article,https://pubmed.ncbi.nlm.nih.gov/37475476/
37469140,2024,Journal of periodontology,Association between periodontitis and mortality of patients with cardiovascular diseases: A cohort study based on NHANES.,10.1002/JPER.23-0276,Original Article,全身疾病與危險因子,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/37469140/
37469002,2024,Journal of periodontology,Patients with inflammatory bowel disease have more oral health problems and higher costs of professional dental care than healthy controls: The Periodontitis Prevalence in ulcerative Colitis and Crohn disease (PPCC) case-control study.,10.1002/JPER.23-0325,Original Article,其他牙周臨床/基礎研究,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/37469002/
37439597,2024,Journal of periodontology,Effect of a multinutrient supplement as an adjunct to nonsurgical treatment of periodontitis: A randomized placebo-controlled clinical trial.,10.1002/JPER.23-0115,Original Article,分類與治療指引; 再生與黏膜牙齦手術; 非手術治療與抗菌輔助,"Randomized Controlled Trial; Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/37439597/
37436700,2024,Journal of periodontology,Periodontal ligament-associated protein-1 promotes osteoclastogenesis in mice by modulating TGF-β1/Smad1 pathway.,10.1002/JPER.23-0112,Original Article,其他牙周臨床/基礎研究,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/37436700/
36566456,2024,Journal of periodontology,Research Forum Poster Session and Competition: Finalists and posters.,10.1002/JPER.22-0596,Original Article,其他牙周臨床/基礎研究,Journal Article,https://pubmed.ncbi.nlm.nih.gov/36566456/
37452709,2024,Journal of periodontology,Association between clusters of antibodies against periodontal microorganisms and Alzheimer disease mortality: Evidence from a nationally representative survey in the USA.,10.1002/JPER.23-0006,Original Article,其他牙周臨床/基礎研究,"Journal Article; Research Support, N.I.H., Extramural",https://pubmed.ncbi.nlm.nih.gov/37452709/
37436722,2024,Journal of periodontology,Study on the effect of protein lysine lactylation modification in macrophages on inhibiting periodontitis in rats.,10.1002/JPER.23-0241,Original Article,其他牙周臨床/基礎研究,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/37436722/
37436716,2024,Journal of periodontology,Upper lip characteristics and associated excessive gingival display etiologies in adults: Race and sex differences.,10.1002/JPER.23-0291,Original Article,其他牙周臨床/基礎研究,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/37436716/
37436713,2024,Journal of periodontology,Evaluation of the role of mitofusin-1 and mitofusin-2 in periodontal disease.,10.1002/JPER.23-0072,Original Article,分類與治療指引,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/37436713/
37436705,2024,Journal of periodontology,The effect of smoking on clinical and biochemical early healing outcomes of coronally advanced flap with connective tissue graft: Prospective cohort study.,10.1002/JPER.23-0214,Original Article,再生與黏膜牙齦手術; 全身疾病與危險因子; 微生物與宿主生物標記,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/37436705/
37436696,2024,Journal of periodontology,Probing pocket depth reduction after non-surgical periodontal therapy: Tooth-related factors.,10.1002/JPER.23-0285,Original Article,再生與黏膜牙齦手術; 非手術治療與抗菌輔助; SPT/SPC 與風險評估,Journal Article,https://pubmed.ncbi.nlm.nih.gov/37436696/
37436695,2024,Journal of periodontology,Influence of the level of compliance with preventive maintenance therapy upon the prevalence of peri-implant diseases.,10.1002/JPER.23-0048,Original Article,植體周圍疾病; SPT/SPC 與風險評估; 診斷影像與數位工具,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/37436695/
37287337,2024,Journal of periodontology,Subgingival scaling and root planing during minimally invasive periodontal surgery: A randomized controlled split-mouth trial.,10.1002/JPER.23-0198,Original Article,非手術治療與抗菌輔助; 診斷影像與數位工具,"Randomized Controlled Trial; Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/37287337/
36524537,2024,Journal of periodontology,Research Forum Poster Session and Competition: Winners.,10.1002/JPER.22-0595,Original Article,其他牙周臨床/基礎研究,Journal Article,https://pubmed.ncbi.nlm.nih.gov/36524537/
37436693,2023,Journal of periodontology,"Analysis of risk factors for early crestal bone loss in osseointegrated, submerged implants prior to restoration.",10.1002/JPER.23-0161,Original Article,分類與治療指引; 植體周圍疾病; 再生與黏膜牙齦手術; SPT/SPC 與風險評估; 全身疾病與危險因子; 診斷影像與數位工具,Journal Article,https://pubmed.ncbi.nlm.nih.gov/37436693/
37433175,2023,Journal of periodontology,Parkinson's disease is positively associated with periodontal inflammation.,10.1002/JPER.23-0274,Original Article,分類與治療指引; 全身疾病與危險因子; 微生物與宿主生物標記,"Journal Article; Research Support, N.I.H., Extramural",https://pubmed.ncbi.nlm.nih.gov/37433175/
37433155,2023,Journal of periodontology,Impact of N-terminal pro-B-type natriuretic peptide and related inflammatory biomarkers on periodontal treatment outcomes in patients with periodontitis: An explorative human randomized-controlled clinical trial.,10.1002/JPER.23-0063,Original Article,分類與治療指引; 非手術治療與抗菌輔助; 全身疾病與危險因子; 微生物與宿主生物標記,"Randomized Controlled Trial; Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/37433155/
37432945,2023,Journal of periodontology,Prenyltransferase gene expression reveals an essential role of prenylation for the inflammatory response in human gingival fibroblasts.,10.1002/JPER.23-0220,Original Article,再生與黏膜牙齦手術; 微生物與宿主生物標記,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/37432945/
37326008,2023,Journal of periodontology,Oral health-related quality of life among women early postpartum: A cross-sectional study.,10.1002/JPER.23-0236,Original Article,其他牙周臨床/基礎研究,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/37326008/
37322858,2023,Journal of periodontology,"Reliability assessment of the 2018 classification case definitions of peri-implant health, peri-implant mucositis, and peri-implantitis.",10.1002/JPER.23-0129,Original Article,分類與治療指引; 植體周圍疾病; 診斷影像與數位工具,Journal Article,https://pubmed.ncbi.nlm.nih.gov/37322858/
37133980,2023,Journal of periodontology,Stem-cell based soft tissue substitutes: Engineering of crosslinked polylysine-hyaluronic acid microspheres ladened with gingival mesenchymal stem cells for collagen tissue regeneration and angiogenesis.,10.1002/JPER.22-0747,Original Article,再生與黏膜牙齦手術,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/37133980/
37032496,2023,Journal of periodontology,A randomized controlled trial evaluating the effect of epithelial removal on free soft tissue autograft healing.,10.1002/JPER.23-0022,Original Article,再生與黏膜牙齦手術,Randomized Controlled Trial; Journal Article,https://pubmed.ncbi.nlm.nih.gov/37032496/
37382343,2023,Journal of periodontology,"Polymorphism in epigenetic regulating genes in relation to periodontitis, number of teeth, and levels of high-sensitivity C-reactive protein and glycated hemoglobin: The Tromsø Study 2015-2016.",10.1002/JPER.23-0108,Original Article,分類與治療指引; SPT/SPC 與風險評估; 全身疾病與危險因子; 微生物與宿主生物標記,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/37382343/
37332260,2023,Journal of periodontology,Altered expression of MZB1 in periodontitis: A possible link to disease pathogenesis.,10.1002/JPER.23-0224,Original Article,微生物與宿主生物標記,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/37332260/
37332251,2023,Journal of periodontology,Non-invasive assessment of peri-implant mucosal thickness: A cross-sectional study.,10.1002/JPER.23-0102,Original Article,植體周圍疾病; 診斷影像與數位工具,Journal Article,https://pubmed.ncbi.nlm.nih.gov/37332251/
37322861,2023,Journal of periodontology,Differential effects of resolvin D1 and resolvin E1 on cementoblast function.,10.1002/JPER.22-0510,Original Article,再生與黏膜牙齦手術; 微生物與宿主生物標記,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/37322861/
37254939,2023,Journal of periodontology,Antibiotic resistance genes in the subgingival microbiome and implications for periodontitis therapy.,10.1002/JPER.22-0696,Original Article,非手術治療與抗菌輔助; 微生物與宿主生物標記,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/37254939/
37133977,2023,Journal of periodontology,"Living cellular constructs for keratinized tissue augmentation: A 13-year follow-up from a split-mouth randomized, controlled, clinical trial.",10.1002/JPER.23-0040,Original Article,再生與黏膜牙齦手術,"Randomized Controlled Trial; Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/37133977/
37086023,2023,Journal of periodontology,Regulatory B cells induced by interleukin-35 inhibit inflammation and alveolar bone resorption in ligature-induced periodontitis.,10.1002/JPER.23-0038,Original Article,全身疾病與危險因子; 微生物與宿主生物標記,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/37086023/
37057371,2023,Journal of periodontology,Effects of probiotics in rats with experimental metabolic syndrome and periodontitis: An investigation of the intestine-adipose tissue axis.,10.1002/JPER.22-0721,Original Article,全身疾病與危險因子,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/37057371/
37021727,2023,Journal of periodontology,Bestatin as a treatment modality in experimental periodontitis.,10.1002/JPER.22-0614,Original Article,非手術治療與抗菌輔助; 全身疾病與危險因子; 微生物與宿主生物標記,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/37021727/
37310101,2023,Journal of periodontology,Periodontitis in individuals with few remaining teeth and a high gingival bleeding index increases the probability of dyslipidemia.,10.1002/JPER.23-0091,Original Article,分類與治療指引; 診斷影像與數位工具,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/37310101/
37133975,2023,Journal of periodontology,Patients with type 2 diabetes and severe periodontitis harbor a less pathogenic subgingival biofilm than normoglycemic individuals with severe periodontitis.,10.1002/JPER.22-0657,Original Article,非手術治療與抗菌輔助; 全身疾病與危險因子; 微生物與宿主生物標記,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/37133975/
37133974,2023,Journal of periodontology,Assessing the surveillance use of 2018 EFP/AAP classification of periodontitis: A validation study and clustering analysis.,10.1002/JPER.23-0088,Original Article,分類與治療指引,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/37133974/
37074222,2023,Journal of periodontology,The association of work physical activity and recreational physical activity with periodontitis in the NHANES (2009-2014).,10.1002/JPER.23-0070,Original Article,全身疾病與危險因子,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/37074222/
37063053,2023,Journal of periodontology,Identifying predictors of tooth loss using a rule-based machine learning approach: A retrospective study at university-setting clinics.,10.1002/JPER.23-0030,Original Article,SPT/SPC 與風險評估; 全身疾病與危險因子; 診斷影像與數位工具,"Journal Article; Research Support, U.S. Gov't, Non-P.H.S.; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/37063053/
37061751,2023,Journal of periodontology,"Characteristics, level of evidence, and impact of clinical studies on peri-implantitis: 2017 to 2021.",10.1002/JPER.23-0093,Original Article,植體周圍疾病,Journal Article,https://pubmed.ncbi.nlm.nih.gov/37061751/
37036093,2023,Journal of periodontology,Multiple coronally advanced flap with a selective use of connective tissue graft: A 3-year prospective clinical and histological study.,10.1002/JPER.22-0632,Original Article,再生與黏膜牙齦手術,Journal Article,https://pubmed.ncbi.nlm.nih.gov/37036093/
37015852,2023,Journal of periodontology,Er:YAG laser-assisted comprehensive periodontal pocket therapy for residual periodontal pocket treatment: A randomized controlled clinical trial.,10.1002/JPER.22-0552,Original Article,再生與黏膜牙齦手術; 非手術治療與抗菌輔助,"Randomized Controlled Trial; Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/37015852/
37010261,2023,Journal of periodontology,Long-term stability of regenerative periodontal surgery and orthodontic tooth movement in stage IV periodontitis: 10-year data of a retrospective study.,10.1002/JPER.23-0081,Original Article,分類與治療指引; 再生與黏膜牙齦手術; SPT/SPC 與風險評估; 診斷影像與數位工具,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/37010261/
37006132,2023,Journal of periodontology,"Gingival crevicular fluid periodontal ligament-associated protein-1, sclerostin, and tumor necrosis factor-alpha levels in periodontitis.",10.1002/JPER.22-0750,Original Article,分類與治療指引; 微生物與宿主生物標記,"Comparative Study; Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/37006132/
37470759,2023,Journal of periodontology,AAP President's Address.,10.1002/JPER.23-0423,Other,其他牙周臨床/基礎研究,Address,https://pubmed.ncbi.nlm.nih.gov/37470759/
37191955,2023,Journal of periodontology,Effect of scaling and root planing with and without minocycline HCl microspheres on periodontal pathogens and clinical outcomes: A randomized clinical trial.,10.1002/JPER.23-0002,Original Article,分類與治療指引; 非手術治療與抗菌輔助; SPT/SPC 與風險評估; 微生物與宿主生物標記,"Randomized Controlled Trial; Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/37191955/
37070363,2023,Journal of periodontology,Assessment of titanium release following non-surgical peri-implantitis treatment: A randomized clinical trial.,10.1002/JPER.22-0716,Original Article,植體周圍疾病; 非手術治療與抗菌輔助,"Randomized Controlled Trial; Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/37070363/
37070225,2023,Journal of periodontology,Prognostic value of a composite outcome measure for periodontal stability following periodontal regenerative treatment: A retrospective analysis at 4 years.,10.1002/JPER.22-0645,Original Article,SPT/SPC 與風險評估,"Journal Article; Research Support, Non-U.S. Gov't",https://pubmed.ncbi.nlm.nih.gov/37070225/
